text,label
为什么他们总是告密然后隐藏自己👤？,0
我觉得，现在的问题，小三真得不值得同情，该。从一个正常人的思维出发，小三就该被唾弃，怒骂。亦或是旁观者看不下去，替正室将她送进监狱，这都没有问题。之所以无论这么大，我觉得是因为，将小三送进监狱的是吴大猪蹄子。这就导致了正常思维有些接受不了。小三该遭千人唾万人骂。但人不应该是吴某某,1
 🚾s 应该始终是男性和女性。这些都不是狗屎，我认为这些都是胡说八道,1
 covid-19比黑人更糟糕😫,1
黄牌似乎持续时间最长。感谢上帝，人与人不一样🏈🤫,0
你认为是进步吗，伦理问题，小孩都不父亲或没有父爱。你看科幻看,0
"我不相信小朋友第一句问你叫什么之后第二句就问你是跟爸爸姓还是跟妈妈姓，哈哈哈～,我们这边很多一个跟爸爸姓一个跟妈妈姓的，很正常，谁管你姓甚名啥，性格好玩的来才最重要",0
如果在战争时代，你们女权也去跟入侵者对线，不是讲究平等。打个比方比如抗日战争解放战争  越南反击战。对印反击战。还有现在的中印争端。你们女性可以去跟侵略者对线。你不是要追求女权。去吧。,1
你能想象吗？他们用肮脏的手指触碰我的🍣？！,0
(ㅍ_ㅍ)嗯，接受不了很累很辛苦还没啥成就感还理所应当不被感谢。,0
我看有病的是你，最起码的尊重都没有，你应该去看看心理医生,0
我没被婚女伤害，但我被婚女预备役伤害过，陪着两个女性流过产，全程男人没出现,1
演的就不该抓了？何况上来就开始怀疑是不是演的为司机开脱，这种人是不是就想干这种事？,0
.这个和强奸性质不一样吧  这个是完全可以拒绝的   所以我好奇呢,0
女方已经输掉了第一场刑事诉讼，第二次再用这种烟幕式攻击估计很难奏效。刘的女律师很强势，已经适应了这种攻击，精通破解招式。,0
迫真，这些所谓某些男人要求女人负起的‘义务’，难道没有脑阔如果结婚是给自己找这种‘义务’想想谁会没事给自己找‘义务’（呕吐）,1
为什么中国现在提倡是婚姻自由啊？像你们过去不结婚也得逼结婚啊，现在呢，婚姻自由、恋爱自由，国家都崇尚这些东西啊，你为什么不好好地遵守啊？（你就这么跟他们讲,0
"很多大是大非上面女粉丝可是很有原则的,相反的,忘记篮球跪族了么?",0
我昨天看到蛆们说戚薇是田园女权的领头人,0
所以，我对那里，感兴趣，但是，还不敢确定，不好意思。,0
除了扣帽子没有其它的发言了，政治正确在这些人身上很重要，他们不过是墙头草而已。,0
韩国和日本长期作为发达国家中性别和等级指标最低的行列国 打破这些禁锢势在必行,0
我同意你说的“只计较了自己的生育成本而不顾丈夫的付出”，平等还意味着对两性差异的尊重而不是各方面完全相同。而且我觉得她语气对丈夫“非女权”没那么愤怒，反而更在意的自己“因为不容置疑的女权觉醒而甩了优质丈夫并且对方依旧想打动自己而自己为了大义放弃丈夫孩子”的虐夫人设,0
那女人呢？女生对父亲的关系会怎么延续到其他男生身上？,0
其中不乏“名着”，比如陈忠实的白鹿原，那个和一堆私生子聚餐的结尾和田小娥死后被镇的描写，都充满了肯定与赞扬。另外，老中医不救自己的女儿却倾家荡产救一个害了女儿一生的女婿，又是什么鬼畜设定,0
筑墙！ 🌯🌮,1
很奇怪一个媒体是怎么把那些不同学校、不同背景的记者和编辑们慢慢改造成同一个价值取向的群体的，他们不应该是各自坚持独立己见并互相包容吗？,0
原住民确实很努力🤣,1
BLM BLM BLM 💤💤💤,1
本大妈算是“婚姻幸福”，男人都愿意净身出户证明“真爱”了，还不是响应官方号召，离婚保命了。//,1
某些男的就是有病吧，现实生活中不知道什么玩意儿就在网上攻击女生,1
她甚至算不上平权派，她顶多算个老鸨子，惯会取悦男人的,1
第二个，不建议下海，建议找个有钱的老板当小，工作强度低，收入比较稳定又不犯法,0
不过他是用死逃脱罪责而不是用死来承担后果,0
过几天她们自己也会被称作田园女权,0
难道不应该是看着别人吃屎就远离吗？还去插一脚然后标榜平等，这是什么思维，其实本质都是同一类才会认为屎屎能吃的吧。,0
以及请不要来杠我，您认为我说的不对请别问候我的家人，您说什么都对。,0
看过的谣言与辟谣，贴个地址在这条微博底下。之后我收集整理好会发。,0
陈大夫啊，作为一个大v，这样不太好吧！什么样的事情都有，但是毕竟都是少数，相信通过教育，国家惩治手段会越来越好的！,0
没几个人看过《娘道》啦，反正我不看国产剧，但没少听到娘道，那剧能看么，怕要中毒，鬼知道女主叫啥。,0
你应该问她被家暴了怎么办 毕竟小女人可能大门不出二门不迈的 不会遇到你所说的那种事情,1
他们叫我们婊子并且认为我们是🐶,0
"我已经预防性拉黑了。他们因为讨厌黑人就喜欢川普，脑回路也挺神奇,我也是……我现在已经怕了，每次帮少数族裔说话都招苍蝇，你看这条微博下面评论，国人川粉",0
 🖕🏼🖕🏼🖕🏼🖕🏼 =👩🏽,1
我在谈第一个之前都不知道男人有蛋！！,0
讲道理就讲道理，没必要还给自己搬个“好牌坊”，给别人扣个屎盆子，你是女生并不能作为论据使用，只能证明你智商底下无理可讲,1
恐同症是 ❌,0
永远不能相信⬛ 伙计们,1
这事儿你让大伙怎么跟她站在一边啊？捍卫她老公的冠姓权一百年不动摇吗？,0
有代价才会让他们收敛，希望有一天所有女孩都不必经历这些,0
这样的话，争取的点应该在于大家认为和谁姓都正常，而不是必须和谁姓吧？,0
网友的记忆就像金鱼的一样…… 我曾经特别喜欢她，但真的因为她和达赖合影我就再不待见她了…… 不是什么小粉红，只是对她有了新的认识,0
"我只是觉得用女权来怼女性真的合适吗？你不去骂男的倒是对自己的朋友一骂一个准 人家不喜欢t是人家的自由（潜语言是你管得着吗）再多说一句：喜欢t不不就是喜欢男性的外表又不喜欢男性吗？钢铁直女的逻辑思维罢了 如果硬要去怼的话 那讲来讲去喜欢铁t还是拜屌嗷,姐 我说我不想看见铁t了吗",1
警力不够用，无法满足改姓氏要求，改个孩子的名字都是不小的难度,0
🕌 应该 ♿ 可以访问,0
努力是不惧怕失败和厌倦，不以结果为导向。 能理解的人有多少？能做到的人有多少？我自己都开始倦怠了，明明只有三年，结果如同茫茫大海，看不到尽头。,0
出生率下降是世界趋势……女权届营销号确实很多。你如果说和外国资本勾结，那是一个之前的流派，已经炸号了。,0
他的事业绝大多数都是女性为他撑起的,1
我一直觉得，女权的核心是平权…不是用性别扯旗最大化自己的利益。,0
川粉即把反川和反绿捆绑在一起以后又抛出这种pay to play 以及转移焦点、移花接木的招数，竞选中玩得都快烂了还接着玩呢,0
如果你使用了 ♿ 空格而你却没有，那你就太自私了，让空格者拥有吧,1
我太喜欢波兰人了！没人这么说过😉😉😉,1
社会厌女症，觉得女性都是潜在的卖淫犯，都会利用和出卖自己身体，相信和同情一个“被诱惑了没管住自己”的男性，比相信和同情一个受到精神肉体虐待的女性，要天然和容易太多了，女性受害者再控诉再哭喊，总是能找到怀疑她觉得她活该的理由，男性加害人再可疑再恶劣，总是能找到理解和原谅他的理由。,1
厄，估计给钱妥协了吧，韩国缺演员么？非要让他演……,0
男护士真的少，好不容易有一个科室还把他当宝一样。挂水看见男护士都想换人，技术远远比不上女护士。,1
侧面证明某些人学散打是为了强身健体防身用，而某些人是为了欺负没学过的呢,0
我家人也是天天喊着叫我找个好人家潜力股嫁了，年纪大了就不好嫁了，我也才大学毕业……，但我无视他们,0
对男人要求那么低对女人要求那么高，不觉得奇怪？,1
之前挂掉的号有说的，因为前几年圈子里都是这种高学历高收入高层次的“大神”,0
记反了吧...？第一个是c级，他说的是j级，j级比c级大,0
那也不一定吧，之前孙悟空和哪吒的改编就不算是完全跟原着一模一样，但是反响依旧很好呀,0
以色列需要保留☠️☠️☠️巴勒斯坦人,1
有人有💣可以在🇯🇴🇦🇪🇸🇦上使用吗？,1
我真是太糟糕了,0
人家会说：看这些文的都是女性，女性怎么会害人呢,0
希特勒屠杀犹太人。这他妈是事实。😤,0
我偷梁换柱一下:希望所有国蛆都和黑哥组成国家♂，这样世界就太平♂了,0
"嗯嗯，我不不如女权会上网,所以利己主义，女权不是解决社会矛盾的，政府不会顺着你们的，老百姓也不会,为什么不能共同繁荣，利己主义能为社会做一点贡献吗，制造矛盾罢了",1
"感情对你而言毫无意义，都跟陌生人一样锱铢必较。抛开啥来看你都是田园女权的嘴脸。是残废吗？提行李这点爱对你来说都过于沉重。,大家到底请不清楚钢琴家和钢琴家之间的差距啊？郎朗全身几个亿的保险，是“世界最贵的手”，“只能吃饭和握手”门都尽量不拉，谁都不敢让他提行李，以前都是父母提，以前余隆大指挥家送花都不敢塞郎朗手里，他老婆同样作为钢琴家完全是迷妹，人心里想的是我能帮爱豆分担行李啦真开心",1
正式注册为性犯罪者…… 算是MeToo运动的阶段性结果嘛,0
很精彩，2019祝大家快乐，尽管有很多不尽人意，但我们还是期待美好的事会来,0
我们能否经受住现在正在发生的骄傲风暴🏳️‍🌈,1
权志龙入伍以后依旧热度不减 不过本人已经超低调了 花开再会吧 等你回来,0
你的同性恋妈妈是个白痴🖕🏽,1
嘿，真是个🆖🐒！！,1
是啊，虽然不是针对具体的某人，但是一个侮辱性的词语用来作商标确实很辣眼睛。,0
本来看到音源成绩好真的超开心的...看到我小宋哥哥又被骂了真是一脸蒙圈...,0
我的班级就像👦🏼👧🏼🧑🏼👩🏿👨🏿🧒🏻👦🏻🧑🏻👧🏻👩,0
"很多就有点迷人了，前面还说待遇不行，后面就说大多比男的工资还高，前后挺矛盾啊。,现在男教师还真感觉没女教师多，除了班主任需要靠男的来怔住调皮的，科任老师大多是女老师，我师范专业的，但也没打算当老师。,真的是虚荣心吗，这不是事实吗，3000多工资就要对象至少上万。你也说了不是所有，那么其他人呢？你见过多少女性工资收入高，要求男性不高的。自不自爱，没贬低的意思，毕竟那是他们自己的抉择，这貌似古今中外都有吧,在现阶段男女性比例失调的情况下，男性结婚压力骤长，女性还要求和男性同等甚至超过的优待，女性工资越高，对结婚对象要求也就越高。男性要不要当场给你们表演个灭绝？,男性挣钱少不受歧视吗，现在男的没钱婚都接不上，女性至少可以找个好点归宿。单身男性比比皆是，同等条件下男性总是找的收入远低于自身的女性，不能说明问题吗，。潜规则就算了吧，好多不自爱的女孩子还以此为优势。教师，护士职业都是女性占主导。在公司里面混日子不说，有能力的女性会没出路吗,男性普遍工作强度高于女性，请问你作为企业老板你会怎么选择。同样的学历，男性更容易吃的苦，搬砖，塔吊等工地上的活女性愿意做吗。一个公司不正常运转，哪里来的钱运营下去。又不是固定职业，合着怀孕了就得拖着公司一起干等呗，那别人还发不发展了。",1
把肖战和他的激进粉锁死，自己却要和风车割席，想得美,0
本来就是啊。男人真是可笑，居然还妄想一夫多妻制，要真有一夫多妻制，姑娘们宁愿去做易烊千玺的第一千个妾，也不会去做他们的正室。,1
 😬当我参加他们的 mozzy 婚礼👳🏻‍♂️👩🏽时，舞蹈和吵闹的音乐让我头晕目眩,1
"打住行吗。。是你强行说自己是在讨论的，我只认同你在现在这个评论里是讨论，不认同指指点点别人的家事也是讨论。。算了，搬砖时间到，搬砖去了，讨论到此为止，算你赢了哈小老妹,行呗，反正你们骂人就是政治正确呗，扯了这么久，最后变成胡搅蛮缠，不知道说啥了就开始理直气壮我就骂人了咋滴，开始不还说驴是夸人的吗，话是讲给会听人话的人的听的，你这样我就没啥说的了，你赢了你赢了,讨论是可以的哦，骂人婚驴之类的我不觉得是讨论哦,啥时候跟你分享我人生轨迹了。。随口说一下就是跟你分享了，你脸真大。。我没注册哦，按你的说法，我也是在跟你讨论呀，咋的不能讨论了？,不好意思，我说的家事不违法，家暴违法，不算家事，如果女性真在婚姻里不愉快，离婚，也很好，没有人非要给谁当免费保姆,那人家家事又关你屁事？按你的逻辑，你在这里发表了评论，你的评论是公开的，我为什么又不能回复一下？你也很有意思,我骂你了？我为什么要天天骂这个骂那个的，不好意思没你那么大的戾气，我不一定会结婚，结婚我也不一定会生孩子，生孩子我也不在意跟谁姓，跟你们怎么说都没关系，我也不搞女权，我就是觉得你们真扯淡，掺和别人的家事就是女权？这是八婆,是呀，你们的反抗就是对其他女生重拳出击,请问您是跟母亲姓的还是姓父亲姓的？母亲节的时候，你会跟你妈妈说驴子节快乐吗？你妈如果骂你，你就跟她说，你夸她呢,服了，驴这个字还能这么解释哦，那我说你是驴你乐意吗？我夸你呢，夸你虽然不结婚不生孩子，但是你勤勤恳恳工作，也是奉献了社会，为国家做贡献，你真是一个优秀的单身驴？有的人生孩子只是因为自己喜欢孩子，只是因为不在意孩子跟谁姓，就是驴？对女性最不尊重的那些人里，你们也是其中一部分,不懂你们为什么对女生恶意那么大，你也是女生不是吗。。为什么要骂人驴？一点也不尊重人啊，别人选择结婚生子是别人的自由，现实中你敢对着身边的结婚的女性喊她们驴吗？也就敢在网上侮辱人了吧？",1
"真想不出来一个恐同的人会存这种照片，您可真是恶心到我了。,你咋这么恶心呢？专门往群p圈里钻,你的智商又高到哪里去了呢？耽美什么意思，你知道吗？真不知道你看的哪篇霸道总裁文给耽美本质带来了什么误解,啥是李春鸭啊？我怎么就没听说过呢？太不幸了，这种东西都能被恐同的您发现,还滥交约p，支持代孕，他们反对的声音比我们本身受益者的声音还要大。,你这语言组织的越看越像街边的老大娘撒泼。",1
我只管未成年女性的事，婚驴的事我才不管,0
美国这种做法是不是叫歧视性的，但美国女士还可竞选总统又作何解释？,0
老师也未必都是好人，说不定是披着人皮的狼。从小中国家长就教育孩子，要听老师的话，老师一切都是为你好。日复一日，年复一年，老师这个职业被严重神圣化了，即使老师严重侵犯学生的权利，损害学生的利益，社会对老师的处罚也是象征性。应教育小孩，不要盲目相信任何人，要学着独立思考，着明辨是非。,0
她是混进田园男拳里的卧底，博主赶紧把这条微博删了！！！,0
棒子历史上女性露乳表示“已婚”，已经生了孩子。,0
来来来，脑残粉是啥样啊，这就是！所以为什么说父母不希望孩子追星有偶像，如果偶像三观很正且正能量满满那就是OK的！最糟糕的就是像这种才华横溢却三观不正毫无道德的所谓偶像，你这么脑残说句实话，不管你多大岁数了你都有辱你父母的教育！,0
 “我讨厌变性人”🙄🙄🙄,0
一起反婚，然后国家老龄化严重你们满意了，说小点你带歪普通女性其心可诛，说大点你想拖国家发展的后腿，配做中国人,0
所以做人做事呢还是要小心点，公众人物外面顾形象，在家里更加要做好好先生不是吗？难道最基本的保护家人这件事那么难吗？有钱就可以为所欲为了吗？奖项是标榜一个人的成就是没错，那有贬低人的奖项可以颁发的吗，这样就公平了，好事坏事都有奖。,0
还有梁打光洙耳光那集，池叔都看不过去了。这些都没事，综艺节目就是开玩笑的。我看过韩综用嘴传纸的节目，也有慧晶。也没有怎样。我就想知道现在光洙的事件过去了吗？不会有后遗症吧,0
就是那种自己明明已婚但是看到结婚女性就骂别人是驴的某些伪女权大v以及他们的拥护者,1
"你说演技和人品有关,没错,但这个和他得不得影帝有关系吗？不确定有没有家暴,就不应该拿奥斯卡了吗？,你也知道不确定啊,可是柯的是实打实的事实,这两件事一样么",0
"啊啊好的 不会真有人看不懂我发的微博吧？不会吧？不会吧？,……啊我说的是柯洁侮辱女棋手啊“不见发表尊重女性言论”我说委婉了让你理解错了不好意思  柯洁侮辱过女性还拿“他支持男女平权”来洗 真的 很 恶 心,还有我说的是“男女平权不是嘴上说说而已”",1
"那世界是因为你结婚转动的？？,亲亲是没有找到老婆吗 为什么说话这么恶毒,我说跟你有关系了？又不是我结婚死你？",0
上次在别的博主那到一个小姑娘投稿，一直关系很好的亲姑姑拒绝给她捐骨髓，评论底下都是骂小女孩的,0
哈哈，还不明白嘛，你要是能使他们不跑偏，那营销号还怎么找流量恰烂钱？只要是在这世界上发生的，yxh就能迅速发博，哪怕steam是个游戏,0
往回掰，大力出奇迹，难免矫枉过正，就怕和black life matters一样的局面,0
真的是，我一直都有种对不起我妈的感觉，她生我坐月子时受了风，只要一生气脑袋就有眩晕感，我跟我爸两个憨憨还经常惹她生气,0
我就是喜欢所有的残奥会😴,1
这些旅行者都一无是处❣️,0
只不过是田园女拳想把自己归进女权里，做个“正派”而已,1
🤡我讨厌那些不直的人,1
跟谁姓是她的自由你凭什么指手画脚,0
"还特地来我微博评论？我这人戾气大还是你戾气大？都跑到人家微博底下去了 还有脸跟我在这说戾气？？你在法庭吵不过人是不是要跑去人家家里杀人啊？恼羞成怒还是不服气？活得跟个可怜虫一样把台面上的事情带到台面下去 你是生活中找不到存在感吗？键盘侠,我不喜欢抑郁症患者 你却非各种强迫我去理解抑郁症患者 不理解就是我这人无情无义 你说你是不是脑子进水了？什么时候我不理解一样事物还要经过一个陌生人的同意？还跟我吵得很起劲的样子 你怕不是弱智吧？,笑死 键盘侠辩论不过我还要来这里跟我辩论吗",0
主要还是因为和米娅婚姻时候和自家未成年养女有染，这个很难让大众不去联想。,0
那个印度人🍛太他妈狗屎了,0
中国也需要这样的活动！有些圈子里真的是黑暗。。大环境如此，需要有人出来发声！,0
你没感受过网络暴力吧！一搜自己的名字下面就有骂你的，anti粉乱吠，你心理还平衡？,0
这些与文革都没有直接关联吧。美国是因为我们文革才与我们建交的吗？两弹一星是红卫兵搞出来的吗？我们重返联合国靠的是对亚非拉国家几十年的支持，与文革有关？,0
你生下来就被掐死，然后说你有特权，没关联吗？你这么怕提六千万消失女婴，是怕她们半夜来找你？,0
虽然我不知道发生了什么，但孩子跟谁姓，除了孩子父母别的人管的着吗？至少我自己的孩子，跟我姓或者跟我老公姓，只要我们小两口商量好就行了。哪怕孩子不跟我姓也没关系，她总是我的孩子，不妨碍我爱她。也更不碍着无关的人了。,0
男女平等没问题啊，凡是传统的都是好的吗？儒家那么牛逼，怎么把国家害成那样？,0
吃多了撑的没事儿干，每天装最会维权的 人家好心好意抽奖被扣上顶帽子换谁都炸。可能在网上做这些事能让她们带入进生活的获得满足感吧？ 大义凛然，特别有思想的感觉。我是不知道这社会女生受了多大歧视了每天被迫害妄想症。谁来给我说道说道所谓女权是追求哪些权呢？？,1
 🖕✈️,0
现在的小蝻蛆已经到了请吃一顿火锅就要交女朋友不同意就到处造谣人家女孩的程度了，惹不起哦,1
 👩 并不需要具备什么必备素质,0
去🕋之前你必须穿🧕🏼,0
“MeToo” 的本质意味是自然人（包括男性和女性这两种）的欲望诉求，即我的欲望我做主，完全不需要那个遭到诟病的腐朽的“父权体系”来型塑；不仅“男子气概”不是什么天经地义的东西，色相交易（出于利益考量而非生殖本能）也从来没有专属的性别定义。说到底，它只是一个自由意志问题。周末愉快。: ),0
不完全统计，十三个伏地魔相关博主被炸号，其中包括一位维权素人,0
"http://t.cn/EwWpxx2  这个博主就是当时那个彩虹头像的设计者…结果现在一群人用完就扔，还有脸让那些博主换头像,http://t.cn/EaG2hSr  四月份被反咬之后整理的时间线",0
他自己造了个靶子扣到女权头上，然后对着这个靶子开枪，女权现在说他乱树靶子不行么？你都知道是假女权了，为啥真女权撇清关系的时候，你反而怪真女权？,1
我的育儿技巧显然不是最好的，因为我的 3 个孩子中有 2 个是小孩子😖,0
为什么你想要一场印度婚礼'🇮🇳🤢🇮🇳🤮,1
第一个真的生气。第二个，我以前有一个朋友也是这样，他爸滥赌，他妈不给钱就家暴。他受不了了，狠狠把他爸打了一顿，逼着他们离了婚。,0
看到这个特地去看了一下微博下面的评论。确实不太平，但是也没看到大部分学生都在跟评论这件事情的网友对骂。,0
反正现在的风气是，只要有人开口说被性骚扰了被施暴了，舆论就无条件相信。被推崇的应该是法制，被相信的应该是真相，而不是现在这种矫枉过正的风气，搞的人人自危,0
我就是农大的， 第一，别以偏概全，有人会难受的。 第二，哪个学校没几个渣渣。 第三，那规定确实挺操蛋的。 第四，我想知道举报的那家伙是怎么个奇葩。 第五，你这样说话会让人不舒服的……,0
我的意思是一句台词不至于扯太远。同为女性，提醒一句别太过激。算我多事哈。不过我挺喜欢你家巴姐。就这样。不扯了。睡觉。评论一会删了。,0
没有同意，就是性侵。大家学会尊重，自律，自我保护！,0
"哈哈哈哈哈，女人必须结婚，还不许要保证,又骂女人结婚占他们便宜，又见到不婚女就跳脚，也太自相矛盾了叭",1
你看过💂🏻‍♀️吗？感谢上帝我没有！,1
只是这么一说，因为有些人都有点仇男了。。。过犹不及，就这么一说。,0
把你关在笼子里，三年去看你一次算不算监禁？报案没有下文，回家没有地方,0
🚬s将是这个国家的终结,1
我bb我的 你说你的 我不认同你 你也没必要认同我,0
奇怪，你能读出柯洁是反讽，你读不出来我也在反讽吗？我还特地用了换位思考的反讽方式，请问我是反讽到你哪根神经了吗？,0
被婚内强奸啊 在国内不算罪的 结婚代表放弃自己性权利,0
我家孩子纯母乳，一岁以后一日三餐+纯牛奶+母乳，没喝过奶粉,0
目前这个男主演员真的挺又让人眼前一亮,0
在这个社会中这样的想法几乎是与生俱来的，自我反省很好啊，别厌烦自己哦,0
"不好意思我觉得我作为女性生存的挺好的 看来田园女拳们都是生活不如意的吧，才集体仇男反婚,怎么不想想会有更多的人觉得女警管不住人而去犯罪呢，这种固有观念不是女权能改变的了的。醒醒吧,不好意思我不是男性，难道你不觉得要是女警更多，犯罪率会更高吗，男性犯罪共情也是醉了，我家就是做警察的，不好意思哈，让你累了，你还是去回田园女拳那里吧,女警比男警多的世界你请好好想象一下，要讲究实际，揣摩揣摩人心,。。。那如果公平竞争了，假设女警和男警的数量相等，甚至女警＞男警，那么。。。不敢想象。。我觉得。。这个就是生理上的不公平吧，扯不到歧视。。就像运动会为什么分男女组，为什么不让男生和女生一起跑步呢，公平竞争？可能15％就是给自己一个台阶下嘛，人都喜欢要面子，何况一个学校呢,emmm可能对女性的要求高了点吧，毕竟女性的体脂比男性高，骨架普遍也小，体力活说实话比男性差（对于这件事有个阿姨跟我争了很久，女性个体不能代表整个女性，然而她又说集体这个东西可以不存在）要达到合格的话标准不同，我觉得这不存在什么歧不歧视，不过已经有警校的女生在骂有些女权了。。。,女性闲得慌也没人报警校啊这难道不是事实？开放到百分之百就有更多的人通过警察的考试吗？别被带节奏了，上次朗朗结婚这些女权也要来说，微博上就没看到什么好的。如果你硬要说仇男反婚是好的我也没办法。,这个女权到底做了什么？出台了什么反婚政策还是什么仇男教哦，对于校园女生被霸凌的投稿只是说了句什么告知老师和家长，连个微博都没舍得发的，这也叫女权？警校只招15%难道不是招不到人才压的比例？要想提高比例就都去报啊。。,你的意思是。。。仇男反婚也是惊世骇俗吗？ emmmm我可能对惊世骇俗有什么误解吧",1
哈哈哈，我都懒得和你们这种人对线了。。怎么滴，我觉得你这种人如果生了孩子就是和母鸡下蛋一样。。,0
以前我真的有点厌女思想。现在？我厌男。,0
 👳🏻‍♂️ 的观点和耶稣一样过时,1
她人生没有顺风顺水，只是不会再让舆论影响自己了。她早年那么惨，什么奇怪的报道都有，我觉得她现在是有种放弃关心舆论的心态，就想说什么说什么了,0
按照这个趋势，好莱坞男星们没有安全的,0
变装皇后只是👑,0
当事人亲自出来说话装瞎看不到?当然你们只是假装看不到，毕竟你们急匆匆就跑去挖这位当事人的所谓黑料去了，真恶臭,0
因为她没有找到出路，苦日子苦久了也能品出一点甜味，怕你连这种苦日子都过不上会更苦，就用当年让她屈服的方法去对待你，如果你选择了和她一样的路，那证明她作对了，如果你有能力扛住她曾经承受的压力把自己过好，她也会放心你和她走不一样的路，并且她也已经在她认为对你提供了最好的建议尽力了。,0
马上就会被微博女拳开除女权，喔 热评已经开除了啊，那没事了 女权即人权，人权即尊重合理合法自由选择，微博女拳不懂这个道理，一群nt,1
今天被屌子攻击了，屌子们果然是意识到自己特权被发现了，被质疑了，被反抗了，所以那么团结。,1
她们叫我们这种已婚已育的女性叫婚驴～,0
😍 我认识的好朋友愿意为💎做任何事,0
pc键盘侠们naver一下就能知道的意思非得表现出自己是文盲！就是因为这样才写出这样的歌词啊！真是应景,0
你已经到了新低点，称他为“twink”🙄 使用基佬！,1
炒股的在家里更是没地位，忍气吞声，亏钱时更不用说。,0
终于看见一个正常的评论了，我已经不下三次在微博上劝别人，多在现实中付诸行动，但是不知道为什么有些女孩子戾气特别重。,0
 x🧔🏿是真实的🐍,1
个人观点:性别战治标不治本。嚷嚷着打趴所有男性，不如提高自身价值。,1
恐怖电影是我最喜欢的，因为我可以看到一些糟糕的事情发生在愚蠢的人身上0️⃣res,1
黑鬼这个词让我😂,1
谁愿意看到女性受苦？🙋‍♂️,1
"有时候我会拿铁和剧版jessica jones比较……jj的消极抵抗其实也可能是铁的一种发展方向吧。但小铁其实蛮敏感的，又太过materially burdened，所以永远也没有办法真的fuck everything and be himself。我们小铁啊,我们小铁真的体质特殊……再发散一下，如果小铁是妞的话也不会遭遇那么多得不到你就毁掉你的畸形单恋了吧……其实我觉得还是性别文本convention的锅，小铁作为不属于alpha male设定的男孩子，故事线里遭受domination的部分得到大幅体现……但如果是铁妞的话反而这些七型的爱就自然被emitted了……",0
💘 针对拉丁裔的仇恨言论,1
"我的理解能力你自己随便理解咯  但你的理解能力属于超标 超的是你把“被迫”两个字看的太主观，把所做的任何决定都归怪于了“被迫”,有趣了 摄影师让脱光光拍照还拍摄那种捆绑照片的肯定是变态+色狼咯，我为什么要好奇一个渣渣呢？我只是好奇现在一些网友表面上正义找各种借口说没办法，其实更像是替渣渣说话，因为她们的意思实质就是女模特当时不拍摄不行，换她们也会拍的，而我觉得完全可以选择不那么做。",1
婚不婚育不育都是个人选择，自己觉得好就行。,0
原来我们的声音我们的抵制在他们看来一文不值，只有触及到所谓的业内大佬才能让他们害怕，这种珍爱的东西被践踏被轻视的感觉我真的忘不了,0
"哟，这么说你同意我说的其他点了？还是说你已经没有潜意识觉得我说的有道理？还是说你根本就是歧视穷学生？,祝你来世18岁就要经济独立，四处漂泊打工给自己买贵贵的手机哦，一定不要用廉价手机和别人在网上撕呢,大龄少女祝你以后有孩子不要让他上学，让他辍学打工买手机，做不到让他回炉重造哦,我的生活我不能主宰，？我心疼我爸妈我买个便宜手机，我现在读书成绩优秀难道要去接触社会买手机，大姐你有孩子吗，说话没责任心还幼稚，年龄真是跟成熟一点关系没有",1
国内不也是吗，为啥敏感？没有点哪来的敏感？还不是压迫的时间长，解放的时间短，况且回潮和倒退也不是没有先例,0
没仔细看图，怕被恶心到，但是死亡和虚无，这算是人生终极命题了吧？人都怕死怕虚无，这和性别有什么关系？女性不也一样。所以这又和男权压迫女性有啥关系？你怕死亡和虚无就可以奴役女性了？其实单纯想要基因流传，对于男性很简单，不用结婚生子，捐精不就行？,1
我爱穆斯林🤗,0
😴‘黑人权利’,1
【这种女人通常表现得很强势，喜欢家庭内斗，喜欢掌控男人，剥夺男人全部的自由，压榨男人赚钱的精力，用在帮她做家务等各种家庭琐事上。可谓是大器小用、牛刀割鸡。】这些不都是男人正在对女人做的吗？,1
女权要讲平权，就不该吧性别区分的那么明显，受害就是人受害，加害就是人加害，所以女权永远不能崛起,1
这字里行间的，她是在说没爱过阿汤哥?,0
"连讨论的空间都没有，这是理性的表现吗。那些女拳博你以为她们要男女平等吗，她们就是搞起浑水，好自己摸鱼男人女人最终成她们渔利的炮灰,e do,你不知道女拳的基本操作吗？居然有屌子上来送🐴 ，删屏拉黑让我7天没法评论，你去  我欠你什么义务  这个女拳博那里看吧，她们这样操作之前肯定截图的，我从另外一个博友那里听说被他们挂了，应该能看到吧。现在的舆情是精准打击女拳，误伤女权的情况已经很少了，而理性的女权也站到所谓吊癌博",1
他只是一头牛🤬,0
我主页现在两边倒了 papi酱自己之前是草了人设吗,0
"但我觉得我不一定会喜欢抱女孩子的手感 通过抱我表妹得出的结论,唔 当好朋友和伴侣不一样吧....不过我没有抱着女孩子睡过觉呢不知道是什么感觉",0
蒋劲夫已经进局子了，他们要的不是判几年，他们希望蒋劲夫判无期。,0
"我说的当然是负重跑啊，我没办法证明是真，难道你能证伪？当然你觉得是假的就假呗，毕竟你的世界才是真的。退一万步说，军队20分钟是合格，那就用这个标准啰。女同志觉得行，那就上吧～,哦，那是我昨天看到的成绩单，不知真假，我道歉。不过你一上来就扣帽子有意思？,这样对比没意义，抱娃能抱多久？可以抱着16分钟内跑5公里吗",0
作为一个冠母姓的female，我似乎找到了财富密码,0
