comment_text,label
现在因为有些人的行为就是找骂 rap的起源就是批判社会不公平😪,0
你的屌价好高哦😯，要到李嘉诚这个级别的才能纡尊降贵勉强赐姓呢。哄抬屌价大法第一章：空手套白狼之改姓大法。佩服佩服,1
哦？王医生的微博不能有👨‍🦰评论了？她说的？,1
看那个👩的微博觉得她精神有点不正常。。疯了好像,0
我去他那微博看了也没表现什么女⭕️啊，只是嘲讽了lzx的多人运动而已啊，难道有我看不懂的🤔？,0
对，我老家现在还是这样，父母之命➕媒妁之言➕子👩意见,1
"嗯嗯我能理解对演艺人士蹭热度行为的怀疑 可是这个行为发声积极的效果更多，虽然很表面1.对其他正在发生的性骚扰构成舆论压力 2.同时让更多女性发声反思性别问题,👨性受到性骚扰基本是职权骚扰而不是构建在性别歧视之上的，其实👨性同胞也是受性别歧视危害的。 但这种事情为什么女性那么敏感特殊，主要是一很普遍，二女性在这种环境下受到职权和性别的双重压力。色情文化还是主要以女性为载体 我不否认很多👨性也有同样的压力，可是女性因为性别歧视收到了更多制约,我个人认为这个是社会的问题、很多向往这些职业的女生根本意识不到她们自己被作为道具利用。如果整个产业不是强迫性的不是👨尊女卑的，可以遵循自己意愿的才是自由的选择。现在的状况就是这些建立在👨女不平等原则上的规则，女性不遵循就会被边缘化或者淘汰",0
喜欢有钱的也没毛病啊，有钱当然比没钱好，这也否认就矫情了🙏,0
把性侵害罪犯就地枪毙，这样至少他不会犯第二次的毛病🤤,1
不婚其实是跳出轮回的一种方式，一般人嫉妒都快癫痫了。不行，你怎么能比我活得好呢☹️。,0
"只重视自己的事业，不重视自己的伴侣，的确很容易失去自己的伴侣。你都不重视对方了，为什么你要要求对方一直重视你？ 当然你又会说这不是王出轨的理由，这肯定不是他出轨的理由，说老实话，他还真没想过出轨，那不过是个意外，但这个意外是谁给的？不是安娜自己给的吗？,再次提醒你，王没有一边睡着一个女的一边安抚另外一个女的，除了第一次意外，他没有和任何一个女人睡。在渣不渣这个问题上，你作为理想主义和绝对主义者，肯定只有渣或者不渣这两个结果。举个例子，偷2000块钱和偷两万块钱和偷2000万块钱，法律判他们的结果是一样的吗？,并且在爱情的领域里面，付出是双方的，一方不停付出，一方只知道享受，这种不平衡，早晚会让双方散掉。当然你又会说，这并不是王出轨的理由，可是你看清楚了吗？他出轨是他愿意的吗？他故意的吗？他刻意的吗？都是意外，既然是意外，你怎么能说他太渣？,又想事业，又想得到好的👨人陪伴，世界上有这种两全其美的事吗？有得必有失，只有理想主义者的心里才会有你这些想法。这套理论不只是女人，👨人一样适用。人无完人，生活就是生活，没有理想主义。🫣",0
我也想开了 想想我曾经是个圣母我就想打死自己🤮 自己的权利自己去争取！,1
刻板映像，我觉得女性是理性与感性的象征,0
"还有就是我的想法是：社会发展到这个地步已经是这个状态，为什么会这样，怎么去改变。你的意思我的理解是，社会发展成这样就是错的。但是已经这样了，回去是不可能的。,你的观点我理解了，道德经我看过没有解读这一部分的内容，哪里有提到还希望你告知一下我去研究研究。我给你推荐一本书叫《人类简史》，你有时间也看看。😬",0
"为什么人会为其他未波及到自己的不合理不公平现象发声，因为人有同理心，人会共情,当纳粹来抓共产主义者的时候，我保持沉默；我不是共产主义者。当他们囚禁社会民主主义者的时候，我保持沉默；我不是社会民主主义者。当他们来抓工会会员的时候，我没有抗议；我不是工会会员。当他们来抓犹太人的时候，我保持沉默；我不是犹太人。当他们来抓我的时候，已经没有人能替我说话了,？？？我不考就不能为不合理不公平的现象发生了？跟岗位有什么关系？是特警没有女的？解放军没有女的？还是维和部队没有女的？？",0
........评论很多人的意思是。演技和人品无关。我的意思是，演技再好人品不好也不应该得奖🤔。,0
为了达到更好的艺术效果，一些特殊的大尺度场面必不可少，但是若不限制尺度和私人最大接受的界限对对手👩演员伤害很大，这个真的棒,0
她的逻辑太厉害了，女人养👨=丧失女性主权，那岂不是应该大肆宣传女人应该被男人养，因为这样女人就能让👨丧失男性主权了,1
看了这么多的大鼎，我只对越来越多的女人🤱🏻感到失望、讨厌和些许的绝望。能不能多发一些优秀的女人，多说一说她们的战绩，能给我的生活多带来光明和希望。,1
我呸！你这种母伥不要发表感人言论了。照你这么追溯还能追到母系社会呢，全是母亲的。换句话说你宁愿让孩子姓公公的姓，都不愿意姓自己爹的姓马？你也说了姓是个代号，那姓母性好了呀，有什么争的？😤,1
"再同意不过——“颜值焦虑这么严重是不是时刻想着讨好异性造成内卷？”,那你现在多大（大概区间就行）（如果不方便就无视这条吧）,就超级无奈。你看到她们因为颜值焦虑痛苦的不行，然后你说：其实根本没必要有颜值焦虑，颜值这回事是这样这样这样。然后她们：不是的，美貌就是有好处。然后你问：美貌究竟有什么了不得的的好处啊。她们：反正有美貌就是比没有美貌强。我：……行吧，咋不痛苦死你们呢，活jb该",1
接触到黑暗面就黑化的人，其本身就是弱小扭曲的存在。人生在世，不如意十之八九，经历了一些困难和波折就选择厌世的人，也不见得在阳光下能对社会有什么正面的作为😮‍💨,0
别人都躲得远远的沙东男人，你这头驴还当宝贝捧着，祝你这个沙东🫏早日嫁给沙东男人生仨儿子，阳刚之气爆棚咯[加油][加油][加油][加油]😍😍,1
<username>法国女性独立性一直是比较强的，没有可比性,0
为什么扯淡，你觉得空姐可以随便骚扰？扯淡什么？,0
不想拍就滚🤬 给动画片配音不需要裸露,1
那71%的男性死了也是被男人杀的，又不是女人杀的，男人自相残杀死了活该 还有脸来碰瓷女的🤮？,1
"👩‍❤️‍💋‍👩正因为不是爱情才弥足珍贵吧，多少还是有点出自这么个想法,去掉男女偏见歧视这些东西，能互相理解在我这里是第一位，所以写的足够好，足够真，就和性别无关了,女化，被当做受，是对某角色的一种低劣化，这观点出自于什么非常明显，还有像是很不zzzq的认为男性和男性的感情更高更真，只有男性才能配得上男性，这样的，特明显的男尊女卑思想，不过也有就是男性和女性之间必不可能相互理解这个没那么那啥的原因在,对，我自己不行，当我自己被这些规定住时，当我被性别鄙夷时，我就又开始极端不适了，我是不打算谈恋爱也不打算结婚生子的，喜欢的东西有些是“男孩子喜欢的东西”（且我为此沾沾自喜，哈，对男性的尊崇由此可见一斑），所以我脑内继续着那一套男尊女卑，说着确实性别平等,正是因为我觉得女性不行，我才会对这些言论如此敏感，因为我，不愿被鄙视，不愿被视作下等，仅此而已,就我，应该算有点男权或者大男子主义？啊听起来挺奇怪也不太好形容但确实往里头分析真的是这样，我的恐男也是出自于这种脑内已经形成的男女的阶级制度，这种东西显然是很男性主义的。",1
因为确实有女👊的存在，大家也懂女拳和女权不一样。不懂的人可能是憨批，就没有必要跟那种人再聊下去。女权最终的目的是男女平权，所以不仅女生要团结起来，男女都要团结起来。悄摸说一下我的观点，我觉得女拳师比男屌癌还要可怕,1
"其实想看清👨权圈套很容易,看他们所提倡的是否会通过转移你注意力的方式,从而削弱你在社会层面挣取经济和社会地位的能力就一目了然了,但凡想用牌坊套👩性的都是想打击,白嫖,拜金👩则是👨性白嫖失败的产物.还有推荐各位去阅读恩格斯的《家庭，私有制和国家的起源》彻底认识社会运转机制守住自己劳动价值",1
我希望50年后，我们被骂温和女⭕️，太丢女⭕️的脸！期待那天到来🤔,0
自上世纪60年代以来，美国社会发生的“最快文化转变”。😵‍💫,0
有时说到女权，似乎就得和异性恋、结婚生子划清界限。这么做确定不是在画地为牢？每个人有自由选择的权利，同时为自己的选择承担后果就可以啦。生与不生都是女人的权利，不该被所谓的“政治正确”裹挟。,0
阿汤哥是有个女儿哦，但是女儿的妈妈是kate ， 不是妮歌😪,0
"恩...我看好多人晒聊天记录，讽刺聊天另一方的人，“人生理想”就是生孩子。我觉得她根本不知道对方具体是个怎样的想法，仅仅一面之词就拿来讽刺。这句话是给那些仅仅从表面认识别人的人说的。,是阿，可是微博上好多人觉得女人想生孩子，孩子默认跟父姓就是拖后腿。我用来打个比方，可能没说清吧。",0
"而且👩的生育不论是从个人的生理还是心理上来看，都是弊大于利的。不论是否生育，都会有来自职场与社会因为生育而产生的压力，所以生育权并不是它字面意义的一个真正的权利。仅仅是生育一点男性就很难弥补女性因此受到的不平等了，更不用说其他的方方面面了，所以整整齐齐的对半分还是比较理想化啊,哈哈哈哈哈哈男孩子和女孩子的想法真的很不一样啊，其实只要权利与义务对等就好，毕竟现实生活中一对一的相处才是真的，网络上一下子一起概括很多人还是很困难的啊……",1
👩权和穆斯林站在一起，真是个搞笑的画面啊,1
🫵,1
我们极端？三千万女孩，被强暴性侵，家暴，出轨的都是我们极端化？,0
真的很厉害，装👨🏻‍🦱这么像，姐妹辛苦了,1
跟资产有关系  （我们这的女儿完全没继承权 房子 土地 ）,1
所以不要再说“性侵是个结构性问题”“👨人的本性就是这样的”了！那是因为你们不作为！只要有改变的决心，总会有解决的方法！,0
即便你长得非常非常漂亮，身材非常非常好，失足也是很难还的上巨额赌债的。,0
提问:为什么当女⭕️要被👨🏻认可？同为女性不是应该由女性来判断女⭕️与否？,0
文中主角最大的问题难道不是对自我认知的混乱以及不成熟价值观吗？和女权与否并没有关系啊,0
对女性0容忍？你是在逗我吗？我身边男性朋友把👩‍🦰当宝的供着还不够好？你说父母那一代我都还觉得不错，现在的女性还不够有权？是不是要男的当上门女婿，男性持家 带孩子，女性出去上班养家才觉得公平？我非常乐意接受，你们有多少女性有这个能力？本来女性身体素质就不如男性，宠着也不行，不宠还不行,1
"简单说，翻译者也并不知道女生和她的同学、朋友的中文名到底是哪几个字，要翻译也只能是音译，对于法律文件的翻译，那很不严谨了。,女生的朋友也没有中译名啊，那些有中文名字的是根据拼音，翻译者能对应上的名人之类的啊。就像刚开始爆出美国警方记录时，刘强东的名字也只是拼音，只是大家根据拼音立马想到他，然后再查询其他生日等资料，就水落石出有中文名了🙏。",0
不要那么绝对好吧 也不是所有人说她一定对 真的做出这种事那么她就是有问题问题🙄,1
“好好检查我的歌词吧”“就算只写matherfxxxx也会被称作批判的时代” 然后nh就去认真检查歌词并且断章取义了？？哈哈哈哈真tm神奇😪,0
我一直不懂女权跟平权有啥区别，难道是按照骂人来区分的吗😂,1
实话实说，微博看性别是不准的，很多男的非常会自导自演，而且王思聪抽奖之后更改性别的很多，他们的智商是真的信这样中奖率会变高,1
鲍毓明那么懂法律的一个人，他有应付的手段。而星星没有，就单从人生阅历，人脉上讲，星星都无法与鲍毓明抗衡。,1
反正我真的不喜欢那些所谓的“女⭕️”博主☹️,0
现身说法一下，我曾经很胖发奋减肥，最低体重96，身高168，胸瘦的不多在C＋到D之间，胖的时候是D，我这种极端情况应该很少🥲,0
"在知乎看到一个问题，“微博女权，知乎女权，贴吧女权和豆瓣女权的区别”，那么如此的话，我这篇博是针对微博女权的，其他“派别”我不了解，没有发言权。,并且女权博主们很少有去指正扭曲了女权的极端分子的言论，甚至还帮助转发点赞煽风点火，的确是有挑拨性别对立的嫌疑。🤣",1
来，给你翻译一下，他的意思就是你们女的能被国家统治，能被资本家统治，凭啥不能被婚姻统治😅？,1
那你多去看看再说吧好不好～才多大年纪就看尽世间沧桑了😂？？,0
然而这只是一个分化阶级内部的好方式而已。所以无产阶级早就说了一律平等。而资产阶级却发展出各种黑白黄赤男女lgbtqqiaa权利。说白了这一套在分化阶级矛盾上是很厉害的。,1
这些迷惑的评论真的是在给女权泼脏水 女权归根结底讲究的就是平权 希望路人们不要被误导,0
是啊，这种不平等的现象太严重了，就像军校和警校，基本不收女学生，为什么要这样性别歧视呢，凭什么他们能做的工作就不给我们做的机会[悲伤],0
那你们还不是也在给👨权取名字绰号啊“****癌”之类的,0
这位女士可是在别人推下逼别人表态的😒,0
"女权运动与网络传播不可分割。,说女权就应该平权的人总是很自信，觉得自己站在安全的高位。实际上非常一厢情愿，简单思维，两边都懒得理你😅。",1
真的心寒，完完全全是在向男👊邀功请赏,1
同性恋和异性恋就像一个人喜欢吃苹果，一个人不喜欢吃苹果，总不会有人因为不喜欢吃苹果而歧视吧？同样的道理放在👩‍❤️‍👩和异性恋身上怎么就不行了呢？归根结底不过是历史遗留下来的传统观念束缚了思想。,0
蛆就喜欢造谣，栽赃给👩权，各种各样的谣言已经听了很多了,1
在很多时候👨女不应该站在对立面 因为我们的根本属性是人  我们彼此一定可以找到社会的平衡规则来满足彼此的人的一切正常诉求  我们不应该用唾骂的方式平权  也不应该将👨‍🦰的诉求污名化,0
其实说这种话的人压抑了很久，她内心是羡慕嫉妒恨呢。,0
在福利好的发达国家，即便母亲一生下婴儿就抛弃，子女也可以由福利院养大、或被收养，最起码生存无忧。他们的幸福感也许略低于有父母亲的孩子，但也根本算不上惨。所以，还是希望不要堕胎，给他或她一次经历完完整整的生命历程的机会。,0
"接上，想要鉴定是否女⭕️的时候，是不是评论区讨论更好一点？直接发出来好像也并没有起到团结少数群体的作用，只是表达了割席，这可能是最大的不团结。谢谢你能心平气和听我讲这么多。,你在下面回复别人她本来就不女⭕️啊😧",0
"cool，其实我们自己支持女性权益而不是只能奴隶就好了。是什么流派又有什么要紧呢。,我觉得事情搞成这样还挺莫名其妙的。大家都是队友，怎么自己先撕起来了。就算都觉得对方是内奸，也要先把共同敌人打倒再内部清理啊。,对我对这次反同搞得很莫名其妙。觉得吵架吵到最后有点怪。不明白怎么就吵成这样。不过也跟我没关系，我既不觉得自己是被攻击的一方（尽管我确是性少数），也不觉得自己是攻击人的一方（我虽然认同女⭕️但不混圈子，我只是单纯和那些人共同支持女性权益）。🧐",0
腐女这事我高中的时候就想过，我同桌（只看言情的女生）也问我，这背后到底反映了什么心理。我当时就觉得有一部分因素是想要去掉“传统”女性角色（这方面来讲可能有些所谓的“厌女”），另一部分因素就是会弱化受方，就是弱化男性，体现了一部分女尊，这点也是部分极端女权不讨厌腐女甚至以该身份为荣😅,1
博主都说万粉脑残暴力如果被双标不正常么…骂人家人家都会回骂啊🙏,0
说了这么多你不就是在用metoo一个特例来给你🫏洗白么 还顺便把metoo骂得这么狗屁不是 就算人报道不准确 任何运动的发起都有两面性 就算被当作工具 也有积极的效益 我看你这这一通乱喷 真的搞笑 你以为没有metoo被QJ的人就没人出来说话了？,1
这算是我看过这么多个人的言论中，最为可观且应该最接近真相的。谢谢你的存在让我觉得，这个世界还是有一些人在为之努力平权，在这个男👊称道的世界中。之前我在朋友圈发的这次鲍事件的看法，就一两个评论且都是妈妈，让我一度觉得大家都怎么了？如果对这事坐视不理，大家都是这件事的帮凶,1
<username>每个👨人嘴上不说，但都有一个开后宫的梦想,1
"自己说不出什么，就说别人废话不想看，自己把耳朵掩起来就以为自己占理吗，小孩都不这样,如果男性真的想参与女👊，起码从女性自身的角度出发，而从男性既得利益角度对女性做出规定，什么资格说自己对女性权益有指点啊？这话就像课本里写无产阶级没有资本家领导无法共产，奴隶没有奴隶主不能争权一样，❓ 那些真正为女性呼吁的男网友，不会说女拳两个字，这些话他们也能明白，用不着解释,有的网友是理解能力有什么偏差吗，道理这么简单，话说得这么明白了💡",1
不觉得女二可怜，是她自己给了别人机会，这种阴差阳错的意外，谁能够预料得到？👨主他咋就咋在两边，都想安抚，正确的做法应该是必须得结束一边关系，才开始，另外一边关系，👨主两边都舍不得，这是最开始，如果说他真的彻底渣，他应该毫不留情的把女主角甩掉留下孩子和女二在一起。🤐,0
真的，我一个👩的都看不过去这种假👩权,1
"那些说什么缉毒女人不能干的人，恐怕自己也不是干缉毒的（另外CCTV7有档节目叫中国武警，人家里面不止一次提到女武警在缉毒方面的贡献，还有边境村庄男人吸毒全废了，全村女性组织起来联防毒贩），这些人就算真是JC，有这功夫在网上骂的不也是躲在后方敲键盘的吗，他这工种很难吗，换条狗也能干好吧,不是还有人明目张胆说过女军人就只有下半身的作用吗，还是挂着部队相关ID的，看得真恶心🤮。",1
❌敦煌-鸣沙山，越野摩托项目五星渣评  ❌女生切勿乘坐，女生切勿乘坐，女生切勿乘坐❌ 越野摩托规定一个司机带一个游客。凡是带女性游客的司机都会故意在很多地方刹车，让女生撞在他们后背上。而且游客在乘坐钱已经支付了费用，下车后司机还会要小费。,1
人不可貌相，拜托爸爸里那么慈祥，真不知道性侵学生时是什么嘴脸。唉…无话可说。所以韩国继陆续的丑闻之后是陆续的自杀新闻？😪,1
朋友圈:微商 秀恩爱 食物开光  拍车标 深夜感慨😮‍💨,0
记得没错的话，他俩是你情我愿的，跟性侵犯的MeToo有什么关系？,0
嗐，两边的极端派“意见领袖”大概率是吃煽动情绪的饭，说话越离谱越好恰钱，结果正常人说话都听不着了👂,0
我反而理解不了郑秀文原谅许志安，奶茶嘛，钱💲和利益肯定比感情更牢固,1
据说改剧本的时候把👨女善恶调换了，夜后本来是好的🙃,0
把追星扣上性别歧视的帽子也太恶心人了，那大部分👨性也不追👨明星，他们也厌👨吗🤨,0
认为以上其一甚至全部不应该存在的人也有存在的理由和必要性🙏,0
我真是够了大小号明明是关注的不同的人，但都发现有人在说女⭕️即平权我都骂腻了,0
我挺喜欢《我是余欢水》的，莫名其妙就被一些打着女权主义幌子的人给了差评。差评理由也不是电视剧不好看，就是第12级有映射女⭕️主义的台词。,0
那些所谓的女权主义者讨厌“剩女”被视作“失败”，因为她们大多是剩女吧😅，但是，她们把“家庭主妇”视作“失败”，也太绝对了，她们是被压迫着转而去用一种标准压迫女性，这是假女权。选择成为什么样的人，选择让自己幸福快乐的生活方式，不管是你想当职场女性，还是家庭主妇，遵从自己内心，就好。,1
谢谢你的科普，但没人讽刺女⭕️/田园女⭕️，而且现在这个不是重点…但是这个完全不是女⭕️不女⭕️的问题，也不想在这个问题上延伸，我们这里只是在说一个抄袭还不认错的人而已，建议你别掺合了免得误伤🤣,0
陈岚肯定不是👩权，有时候觉得她是疯狗，就是为了出名。,1
好莱坞矫枉过正，而国内的👩星还在被泼脏水骂荡妇,1
我现在只要看到“虽然我也是女生但是我觉得XXXXX”我就不想看下去，暴躁得很，先打几拳再说。,0
有道理，但例子举的不大行，偏见和污名化还是有区别的🤔。,0
那个有好几套房然后突然生病的女士老公幸亏是直男，直抒胸臆说了不想卖房看病就想接收她遗产，幸好让她还活着的时候看清了,1
这么怕👩‍🦰侵占你的权益那求求你别结婚别谈恋爱了，少祸害一个是一个,1
人家没有不想分享，只是觉得你自己在那里当人生导师很尬😍😍,1
不逼死杨玉环，等她兄弟将来反攻倒算吗？没有政治斗争经验啊!😔!!,0
Metoo有好有坏，有艾梅伯这种蛇蝎，也有真正受到迫害的女性。风头最盛的时候，也有大神级女星出来表达对它的担忧，比如德纳芙。,0
这个事。。。是papi酱自己买的营销，踩着女⭕️上位复出，然后让你们这些“正义感爆棚”的人来⬆️她,0
我不喜欢这个发声。这种运动里搏出位的那些👩‍🦰是在挖运动的墙角，也是在损害其他勇敢发声的受害者的名誉，的确是应该被谴责的。但这个运动在大讨论环境下成果还是可观的，应该珍惜这样的机会。既得利益者们发言应该要三思,0
在中国也行不通啊，试问，行得通了吗，即使最近发生的事情，也是去了国外的人爆料起诉的，搞的以为自己也行动了一样😮‍💨,0
我觉得还好，他只是说明了婚烟法目前不保障全职太太的价值。至于底下是骂家庭主妇还是说啥啥啥的，都是底下人评论罢了。现实就是职场女性在被赶着回家，家庭主妇没地位。至少得先明白风险多大再选择吧，我好多朋友甚至还在走原有道路，可是原有道路现在走不通了没有一点保证了。我大学说起很多人惊讶。,0
刚开始我真的会生气诶 现在是越说我女权我越开心 就是要重拳拳死这些屌子😘,1
刚去看了他微博，什么乱七八糟乌烟瘴气🤮  不像个正经人,1
你的说法其实正常 现在精神状态出问题的人也不少 9年后再告也不是不可能 但是这事有点太不合逻辑 真抑郁的人扛不住9年 如果她这些年有成人生活的话 基本打脸创后症🙏,0
回到大魔王那期和陈奂仁pk的时候都不知道为何可以直接晋级 越看越失望☹️,0
"而且你怎么知道这个博主是👨是女呢？万一他是个👨生，然后还引起你对别的👨生的一个厌恶。对我们女生的一个实质的好处在哪里呢？然后因为我们讨厌👨生，然后他搞些👨艺人来，然后利用粉圈矛盾，利用对👨生的一个厌恶，然后自己赚钱，我真的不知道帮了我们女生哪一点。,当然了，带着一种情绪可以有动力作用，可以促进你做的比👨生好，比👨生更好，可是带着这种情绪，你就会觉得👨性这个角色无时无刻都在充斥你的生活呀，你是为了他们为了讨厌他们才做的这么好的。,我给你们提供个理论基础吧，弗洛伊德认为女生普遍都有阴茎嫉妒，我觉得你们所持有的观点就是👨生普遍都有子房羡慕，其实不是你们的独创，你们可以看看弗洛伊德的徒弟霍妮的书。我真是不懂，大家都是人，就是性别的不同而已，大家不能平等看待吗？厌👨厌女到底有什么好处？,因为他本来就演过二爷啊。圆自己一个梦而已。他的音乐就是分👨女的啊，温特就是👸啊，玉也是女生啊",0
把性别改回去，这么不想做男的吗？要不去泰国割了呗🙃,1
真的厉害👍…在大学的时候就嗅到了男女对立的商机，成为大V,1
说的很在理啊，指没有证据的诋毁，经过恶心媒体的催化，摧毁一个人的事业。  公开讨论这件事，和站中立的艺人，变成了众矢之的。🤣,0
结婚不生育，男的要她干嘛，在家当一个发泄工具？我在街上找一个都比活好，而且结婚还要彩礼，玩呢？不生小孩有多远滚多远，找个🐔都比她爽,1
你搞错了一点基本概念，女性有自由决定自己的孩子跟谁姓这是平权，只准孩子跟妈性不准跟爸姓这是性别歧视，这是专权。只准跟妈姓不准跟爸姓这种女⭕️专制思想和👨权专制思想有何不同？这样想的人只不过是追求社会特权罢了，无关弱势不弱势。女⭕️就成了👊。,0
回复被微博吞了…其实光是前面没什么太大问题，后面完全不客观在用私人号的语气还说脏话，对于工作来说实在是很不认真的行为…😮‍💨,0
你搞错了吧，这群人是在欺负弱势群体，维护霸权的思维。女👊是反对欺压弱势群体，让女性获得平等的权利。这群人激进的方向就有问题，真正激进的女权人家身体力行在现实中反对强权，很多人都被抓了。反观这群在网上嘴炮弱势群体的算什么啊！,1
听着都觉心痛，救救这🧒，趁他还年轻，不可任他这样独自面对创伤后遗症，这么优秀，愿他能重建自信，重见光明，真的要帮帮他,0
"我觉得我这个观点没问题，请问有伤害到女权的利益嘛？还是说你们想要的不是平等是特权？,我无权定义但我有权这么认为，我发表我的观点有错吗，你要是喜欢恨👨你天天去大街上龇牙咧嘴的恨呗和我有关系吗,男人≠男权",1
我觉得男人也不蠢了，不够驴的话👨不会心甘情愿花钱的。她当福利姬一个月捞好几万呢。,1
一些无知的人对女性平权主义的过度消费才有了这样的局面 本来是追求一种公平 最早成了另一种更多的不公平,0
"别人喜欢怎么说就怎么说吧，看过就算了，不记心，反正不是自己的。,不是吧，你之前认为他是个好东西吗？感觉一直都觉得是跟一般的有钱男性一样，这种人就算结婚生孩后也会去搞其他女人，这个现象很正常。或者说是意料之事，只是在什么时间点被揭发而已。",1
就我也是年纪稍长了才会反思，正常的关系根本不需要那么多荷尔蒙，时刻注意自己够不够嫩够不够瘦。颜值焦虑这么严重是不是时刻想着讨好异性造成内卷？😵‍💫,1
因为在很多领域，女性受到歧视更为严重，所以女⭕️本质上是要争取女性缺失的权利，以达到👨女平等的目标，只是我觉得现在女⭕️这个词被田园女⭕️搞的被人误解了，让人觉得是为了追求女性特权。,0
"说的跟没有女农民工，没有女农民似的。女性在农业上的贡献超过50%，她们只不过被隐形了，你不去特意了解是不会注意到的而已。,千百年来，是谁不允许女性参与社会建设的呢？女性受教育识字读书权也不过是近几十年的事儿，怎么就这么健忘呢？男人通过压榨女人得了多少好处呢？光棍现在都开始呼吁郭嘉给分配老婆了，不然就到处杀人是不是？到底谁才是维稳工具啊？女性也有愿意当警察当兵的，社会给她们公平竞争的机会了吗？,女人不就是郭嘉维稳工具么，千百年来，一点儿没变。好事儿没女人的份儿，坏事儿第一个拿女人开刀。可惜有些女奴真是叫不醒啊🤬",1
我相信他 c罗不是那样的人 当时她看c罗的眼神都是充满❤️意的 说不定是她约c罗，然后她想上他 被他拒绝了，c罗为了摆脱她的纠缠给了她点钱，钱用完了，每年都来讨，c罗不肯了，她就恶人先告状,1
🧒跟谁姓不都是随意吗，跟父亲或母亲姓，都改不了基因里各一半的事实，这种问题还有纠结的只能说还活在以前社会里,0
"一家人还有几样心呢。女权和女性本就就等同。女权内部也有不同的观点和流派。分清是敌是友即可。,团结女权，拉拢泛平权，鄙视妻权，抗击男权和一切打着女权幌子的“真女权”“平权”“温和平权”“温和男权”😅。",1
"第一，应该从医学角度定义""什么时候那不再是团肉""，然后法定其什么时候拥有人权，不能以成人的感觉/情怀为标准制定法律。 第二，如果国家/州要剥夺堕胎权，就应该允许母体自主让胚胎分离，然后由国家/州 来抚养这个能独立于母体生存的胚胎🙏。",0
看看人家的羞耻心，自杀不提倡，但是这态度是对的，请我国明星学学，品行不端艺人要点脸，少蹦哒吧，毕竟追星的学生多一些，少祸害点孩子,1
不是，你就是直的，大多数女生都是直的，天生的，这没办法。东亚男的又tm抠门，追星不花钱，最后导致男明星赚得多,1
为什么未成年人不能上网指点江山，臭吊子歧视未成年人🤬,1
"我前👨友是nmgay,他现在又骗到一个妹子！就不能快点同性恋平权吗",0
指点江山和年龄无关。年龄只能判断人生长度不能说明人生的宽度👍,0
航空公司是不是对🙍‍♂️歧视啊，“空哥”这么少？,0
"对不起，我回复没有刷新网页，而且我超字数，要分两段发。等我回复完才看到你的补充，对此造成的误解表示抱歉。至于觉得娘说骂人的话，我再说一遍，不是我觉得，而是这个社会觉得，我是社会的一员，就要以社会的角度看问题，而不是自欺欺人。,我认为娘不应当作为贬义词，指出把娘当做作为贬义词是不对，这个社会贬低“娘”是因为厌女的就厌女了？ 我娘（形容词），我特别娘，因为我是女人，我的母亲也是女人。我像个娘们，因为我就是娘们。我爱女人（非性），在我眼里女人不是贬义词。OK，谢谢你，我“厌女”。,？？？首先，这个社会厌女，“娘”作为贬义词就是厌女的一个体现，好比荡妇羞辱是厌女，“女司机”污名化也是厌女等等。“说你娘是厌女本身就很厌女”，到底谁厌女啊？“娘”这个词贬义是我赋予的吗？不然你以为我写这么大一段干什么，为了看你们的物种多样性吗？,“不应该让这些词不存在贬义”双重否定等于肯定好吗？好好学学语文吧，真的。,“在破除贬义的情况下”？？你好好看看你的原话，究竟是我的阅读理解有问题还是你的表达能力有问题。我用“贱”也只不过强化我的观点，反驳你的原文，没有人愿意被贬义词形容。,敏感是好事，没有敏感的人提出问题，最后只会被温水煮青蛙。而且这才哪到哪，只不过争取一个“娘”不要贬义化，母亲不要被当做侮辱人的手段，就被说成矫枉过正。那我只能祝你生活愉快，不要享受女权争取来的生活，尽情被自己的性别羞辱吧。,就好比“贱”，贬义词。按照你的意思：你要接受这个词，你要觉得它没什么。但我问你，你愿意被“贱”形容吗？ 没人愿意选择被带有贬义色彩的词形容。同理，如果“娘”仍然是贬义词，不可能有人自愿选择被它形容，不可能觉得没什么。 这也是为什么要先破除“娘”的贬义词性，而不是像你那样自相矛盾。,“娘”字本身没有问题，但是在父系背景下，人们让它有了贬义的色彩，让它成为侮辱人的手段。 你说“不应该让这些词不存在贬义”，却又让大众觉得“没有什么”，你自己再读读，不觉得荒谬吗？ 如果“娘”字带有贬义色彩，人们怎么可能觉得被它形容是“没有什么的”😅？",1
逼癌女犬天天狗吠也是个卖不出去没人要的劣质b啊，可怜你只好跟你妈玩拉拉了，被你妈用手指操了很多次了吧婊子😍,1
女拳是无义务权利，女权是义务权利对等。,1
这就是利用人的心理弱点。有些人（包括女性）甚至觉得一个👩谈恋爱多了就是不检点…背后各种黑,1
他是真的太不会说话。不过可能竞技运动之类的人都这样，自己在自己的小世界里。但是我觉得柯洁微博已经成了🗡️女集中营了,1
开玩笑，女生明明喜欢年轻帅气又多金专一最好还会点才艺的男人,1
男的人均杀人凶手，每次杀几个亿，建议只要撸过的统统就地正法,1
就当是我的无知吧 但是一些过激的话总让我感觉似曾相识 像是饭圈大粉在“虐粉” 某些人是否也打着自己的算盘呢？🧮,0
这剧情反转的，当时应该都是自愿的只因👨‍🦰的是未成年！,0
